date_key,business_line_key,region_key,earned_premium,incurred_loss
20220115,2,1,13920.47,11233.45
20220115,2,2,11311.39,9233.01
20220115,2,3,12948.11,9946.46
20220115,2,4,10026.37,8019.49
20220115,3,1,10769.04,6145.43
20220115,3,2,9925.18,5697.75
20220115,3,3,6952.43,3953.14
20220115,3,4,12224.52,7231.0
20220115,4,1,7807.72,3706.8
20220115,4,2,5243.16,2528.03
20220115,4,3,11454.72,5411.4
20220115,4,4,6771.11,2944.8
20220116,1,1,14404.59,9853.93
20220116,1,2,14539.29,9962.05
20220116,1,3,14148.64,9780.91
20220116,1,4,8701.59,5766.85
20220116,2,1,5154.57,3819.45
20220116,2,2,14283.19,11607.99
20220116,2,3,9281.84,7214.86
20220116,2,4,14666.55,11657.54
20220116,3,1,14636.2,8339.7
20220116,3,2,13530.09,7817.12
20220116,3,3,7944.49,4488.24
20220116,3,4,8850.98,4867.67
20220116,4,1,13511.37,6540.24
20220116,4,2,8169.22,3746.36
20220116,4,3,6694.93,3191.68
20220116,4,4,10568.01,5099.69
20220117,1,1,14361.55,9521.78
20220117,1,2,11960.3,7677.68
20220117,1,3,10700.61,8195.62
20220117,1,4,5971.76,3971.35
20220117,2,1,11150.07,9061.63
20220117,2,2,14900.54,12882.37
20220117,2,3,6400.84,5243.94
20220117,2,4,10183.3,7905.2
20220117,3,1,13773.73,7933.98
20220117,3,2,12407.69,6872.63
20220117,3,3,11970.16,7223.29
20220117,3,4,12024.84,7146.68
20220117,4,1,8594.91,3959.8
20220117,4,2,7935.92,3557.17
20220117,4,3,13093.61,5782.65
20220117,4,4,13101.13,6500.82
20220118,1,1,13670.72,9394.4
20220118,1,2,14132.41,9757.33
20220118,1,3,10113.42,6624.02
20220118,1,4,10015.16,6340.56
20220118,2,1,12982.95,10725.27
20220118,2,2,11499.64,9082.71
20220118,2,3,12019.67,9903.27
20220118,2,4,12957.93,10015.96
20220118,3,1,13900.05,7938.97
20220118,3,2,8379.95,5016.28
20220118,3,3,8755.83,5246.1
20220118,3,4,5939.82,3570.07
20220118,4,1,10782.8,5023.94
20220118,4,2,5359.42,2612.36
20220118,4,3,9655.98,4819.55
20220118,4,4,10426.45,4904.85
20220119,1,1,7865.41,5235.03
20220119,1,2,10908.33,7951.92
20220119,1,3,5305.0,3505.34
20220119,1,4,5373.48,3786.23
20220119,2,1,13226.01,10394.4
20220119,2,2,8601.91,6155.8
20220119,2,3,6270.61,5221.45
20220119,2,4,10222.43,6946.35
20220119,3,1,12699.94,6612.56
20220119,3,2,7158.21,4246.68
20220119,3,3,11228.9,6661.58
20220119,3,4,5853.47,3275.56
20220119,4,1,5516.82,2628.33
20220119,4,2,10313.55,4260.18
20220119,4,3,10406.35,5095.39
20220119,4,4,11374.3,5446.36
20220120,1,1,12260.91,8356.91
20220120,1,2,14758.52,10092.77
20220120,1,3,10163.0,7114.07
20220120,1,4,8229.56,5613.89
20220120,2,1,12951.86,9252.64
20220120,2,2,7708.32,6743.32
20220120,2,3,9389.71,7845.81
20220120,2,4,5784.56,4266.73
20220120,3,1,5253.51,2984.38
20220120,3,2,14626.48,8355.04
20220120,3,3,13359.8,8139.19
20220120,3,4,11959.74,6166.93
20220120,4,1,9089.53,4191.62
20220120,4,2,6732.94,2904.01
20220120,4,3,6564.37,3060.36
20220120,4,4,7502.43,3464.44
20220121,1,1,10492.27,7196.7
20220121,1,2,12145.96,8046.95
20220121,1,3,11601.97,7628.62
20220121,1,4,7799.34,5493.46
20220121,2,1,14548.65,11729.24
20220121,2,2,12378.97,10027.22
20220121,2,3,10543.54,8237.83
20220121,2,4,11117.21,8513.03
20220121,3,1,9196.0,5284.41
20220121,3,2,7477.31,4430.78
20220121,3,3,8559.73,4409.63
20220121,3,4,12578.46,7414.61
20220121,4,1,5143.93,2470.55
20220121,4,2,6160.73,2922.91
20220121,4,3,5460.03,2563.16
20220121,4,4,5407.29,2229.36
20220122,1,1,13554.61,9057.06
20220122,1,2,12036.58,8959.37
20220122,1,3,9741.74,6660.01
20220122,1,4,5978.34,4021.75
20220122,2,1,9916.16,7823.78
20220122,2,2,9734.72,7810.27
20220122,2,3,6732.02,5481.85
20220122,2,4,9338.52,7277.55
20220122,3,1,8985.05,5304.67
20220122,3,2,11158.5,6991.59
20220122,3,3,11350.94,6892.2
20220122,3,4,5453.04,3521.32
20220122,4,1,8746.13,4001.03
20220122,4,2,11258.6,5771.58
20220122,4,3,10031.36,4557.22
20220122,4,4,13564.9,6529.57
20220123,1,1,11586.94,8206.73
20220123,1,2,6629.34,4413.83
20220123,1,3,5705.69,3915.56
20220123,1,4,11424.19,8160.92
20220123,2,1,5265.11,4003.43
20220123,2,2,10857.76,9274.38
20220123,2,3,14402.3,10568.23
20220123,2,4,10754.74,9300.98
20220123,3,1,8881.7,5391.91
20220123,3,2,11432.88,6580.1
20220123,3,3,9582.53,5428.46
20220123,3,4,10456.17,5891.83
20220123,4,1,14414.65,6772.12
20220123,4,2,8861.03,4181.28
20220123,4,3,14611.91,7345.51
20220123,4,4,14053.51,7301.93
20220124,1,1,6957.91,4801.63
20220124,1,2,5693.61,3725.87
20220124,1,3,6007.78,3993.01
20220124,1,4,5182.22,3508.52
20220124,2,1,5944.43,4445.23
20220124,2,2,11830.07,8777.1
20220124,2,3,5711.89,4975.48
20220124,2,4,8189.76,6554.55
20220124,3,1,13448.75,7451.68
20220124,3,2,5232.72,3148.9
20220124,3,3,13144.68,7152.03
20220124,3,4,7818.55,4272.68
20220124,4,1,6181.65,2806.78
20220124,4,2,11967.37,6129.4
20220124,4,3,11289.43,5272.87
20220124,4,4,13774.72,5720.53
20220125,1,1,12350.71,8950.09
20220125,1,2,13034.81,8770.49
20220125,1,3,7820.35,4849.65
20220125,1,4,6774.4,4555.78
20220125,2,1,12506.15,10117.28
20220125,2,2,13068.35,10511.83
20220125,2,3,14905.05,12808.55
20220125,2,4,9126.18,6888.68
20220125,3,1,8720.18,5053.73
20220125,3,2,12764.13,7121.98
20220125,3,3,8408.04,4486.6
20220125,3,4,14307.57,8638.82
20220125,4,1,13584.13,6575.06
20220125,4,2,9289.94,4457.1
20220125,4,3,12508.71,6043.73
20220125,4,4,12545.43,5731.42
20220126,1,1,6031.24,3914.22
20220126,1,2,14025.53,9602.43
20220126,1,3,10052.52,7268.27
20220126,1,4,13264.57,9793.2
20220126,2,1,8200.5,6723.12
20220126,2,2,13955.23,11019.53
20220126,2,3,8892.02,7105.79
20220126,2,4,5108.38,4030.21
20220126,3,1,14053.82,7709.37
20220126,3,2,5912.87,3423.16
20220126,3,3,8193.14,4421.27
20220126,3,4,14500.62,8332.56
20220126,4,1,14506.07,7424.09
20220126,4,2,10734.38,5287.27
20220126,4,3,11318.37,5107.47
20220126,4,4,9484.46,4470.76
20220127,1,1,7932.11,5194.56
20220127,1,2,8286.65,5645.29
20220127,1,3,11725.18,8429.95
20220127,1,4,12523.75,8838.01
20220127,2,1,12915.79,11449.38
20220127,2,2,12896.18,10775.26
20220127,2,3,5912.06,4709.35
20220127,2,4,9944.2,8106.73
20220127,3,1,5575.59,3191.45
20220127,3,2,10495.29,5726.77
20220127,3,3,9415.31,5799.87
20220127,3,4,13877.04,8429.24
20220127,4,1,8509.15,3977.28
20220127,4,2,6170.67,2959.42
20220127,4,3,6429.92,3230.84
20220127,4,4,12615.11,6220.95
20220128,1,1,11182.18,7083.08
20220128,1,2,6011.23,4158.24
20220128,1,3,5841.07,3958.45
20220128,1,4,12009.69,8664.44
20220128,2,1,5727.63,4749.44
20220128,2,2,13218.6,11110.94
20220128,2,3,12062.42,8980.31
20220128,2,4,5813.49,4404.57
20220128,3,1,5848.38,3570.39
20220128,3,2,14866.4,8342.62
20220128,3,3,8742.71,4671.13
20220128,3,4,8706.42,5168.82
20220128,4,1,13128.0,6041.4
20220128,4,2,14472.49,7460.26
20220128,4,3,14860.01,7134.96
20220128,4,4,12533.78,5977.73
20220129,1,1,8762.6,5878.28
20220129,1,2,5835.01,4305.18
20220129,1,3,12771.47,8885.22
20220129,1,4,10584.04,7085.97
20220129,2,1,9242.22,6999.06
20220129,2,2,14063.54,11049.8
20220129,2,3,6111.97,4584.31
20220129,2,4,9926.25,8230.56
20220129,3,1,5113.54,2689.82
20220129,3,2,9686.61,5562.77
20220129,3,3,5563.03,3315.29
20220129,3,4,6188.18,3639.89
20220129,4,1,6175.26,2817.11
20220129,4,2,11492.1,5617.13
20220129,4,3,12460.45,5634.61
20220129,4,4,10833.69,5120.35
20220130,1,1,14621.73,10319.52
20220130,1,2,8748.71,6118.05
20220130,1,3,7857.12,5189.0
20220130,1,4,13685.99,9914.32
20220130,2,1,7235.96,5731.32
20220130,2,2,14632.23,11968.28
20220130,2,3,5121.54,4347.87
20220130,2,4,14698.79,12239.8
20220130,3,1,5431.6,3317.23
20220130,3,2,13911.43,8123.01
20220130,3,3,10277.01,6179.52
20220130,3,4,14929.65,8726.59
20220130,4,1,5737.97,2550.95
20220130,4,2,10538.54,5062.17
20220130,4,3,14693.03,7041.64
20220130,4,4,10230.98,4982.44
20220131,1,1,11293.99,7670.3
20220131,1,2,11957.49,7862.05
20220131,1,3,9545.41,6738.68
20220131,1,4,11275.58,7201.05
20220131,2,1,10843.14,9175.56
20220131,2,2,14011.58,10922.8
20220131,2,3,5454.46,4354.64
20220131,2,4,7809.63,6331.33
20220131,3,1,14504.11,8636.45
20220131,3,2,13902.64,7474.35
20220131,3,3,9556.57,5754.94
20220131,3,4,11201.33,6576.67
20220131,4,1,7773.81,3561.79
20220131,4,2,6881.21,3134.19
20220131,4,3,9636.98,4484.14
20220131,4,4,8533.52,3775.91
20220201,1,1,10836.56,8325.75
20220201,1,2,5777.35,4390.5
20220201,1,3,14743.95,10665.22
20220201,1,4,14862.11,10395.82
20220201,2,1,11981.62,9683.19
20220201,2,2,10360.96,8777.31
20220201,2,3,8095.28,7188.23
20220201,2,4,13137.95,10417.56
20220201,3,1,11847.31,6695.04
20220201,3,2,6626.17,4273.05
20220201,3,3,14109.27,7690.58
20220201,3,4,13225.37,7516.96
20220201,4,1,14498.0,7012.46
20220201,4,2,12257.2,5534.36
20220201,4,3,11134.15,5755.93
20220201,4,4,9182.43,4689.57
20220202,1,1,14327.28,9844.14
20220202,1,2,13660.64,10282.13
20220202,1,3,5452.19,4136.49
20220202,1,4,5263.67,3702.56
20220202,2,1,8764.63,6992.98
20220202,2,2,13105.53,11906.07
20220202,2,3,14872.76,12577.72
20220202,2,4,6504.17,5377.11
20220202,3,1,10941.31,6995.85
20220202,3,2,8808.91,5352.51
20220202,3,3,14699.14,8576.28
20220202,3,4,13421.19,8065.96
20220202,4,1,13383.29,6894.91
20220202,4,2,9686.93,4271.64
20220202,4,3,9148.2,4415.84
20220202,4,4,7734.07,4049.72
20220203,1,1,5563.75,3835.38
20220203,1,2,13647.22,10401.19
20220203,1,3,13129.01,9945.23
20220203,1,4,14997.18,10575.1
20220203,2,1,14966.37,11869.7
20220203,2,2,10554.32,8491.67
20220203,2,3,12689.87,11738.8
20220203,2,4,14447.66,12898.88
20220203,3,1,13496.47,8129.88
20220203,3,2,7473.48,4337.72
20220203,3,3,9505.44,5723.42
20220203,3,4,6291.59,3812.17
20220203,4,1,14540.51,6678.88
20220203,4,2,11061.75,5439.48
20220203,4,3,7286.43,3804.7
20220203,4,4,11717.01,5222.43
20220204,1,1,11181.28,8237.61
20220204,1,2,8581.63,6488.79
20220204,1,3,6135.58,4219.21
20220204,1,4,11715.73,8990.92
20220204,2,1,10203.08,8041.66
20220204,2,2,12723.18,10615.47
20220204,2,3,10201.64,8200.24
20220204,2,4,13521.82,10868.93
20220204,3,1,10519.07,6102.85
20220204,3,2,10609.38,6573.12
20220204,3,3,13766.54,8591.06
20220204,3,4,9034.83,5391.25
20220204,4,1,6340.15,2894.26
20220204,4,2,5287.83,2642.2
20220204,4,3,12551.37,6277.41
20220204,4,4,11203.1,5427.84
20220205,1,1,12040.8,9314.56
20220205,1,2,7129.64,4649.96
20220205,1,3,6363.71,4003.34
20220205,1,4,5145.45,3507.51
20220205,2,1,8505.88,7190.67
20220205,2,2,10899.18,8428.11
20220205,2,3,8922.44,6926.81
20220205,2,4,9374.75,8017.26
20220205,3,1,14041.59,8600.8
20220205,3,2,8482.55,5174.05
20220205,3,3,10139.89,6307.71
20220205,3,4,12836.53,7521.56
20220205,4,1,8965.43,4308.29
20220205,4,2,11220.87,5718.82
20220205,4,3,13623.64,6224.49
20220205,4,4,14495.21,6339.46
20220206,1,1,6470.73,4479.26
20220206,1,2,14265.88,10563.82
20220206,1,3,9921.16,7109.55
20220206,1,4,7582.44,5595.03
20220206,2,1,9591.36,7041.13
20220206,2,2,14800.33,12273.88
20220206,2,3,9926.18,8368.86
20220206,2,4,8287.52,6309.1
20220206,3,1,11334.01,7078.24
20220206,3,2,7401.46,4406.6
20220206,3,3,5758.63,3977.19
20220206,3,4,6288.8,3355.27
20220206,4,1,6280.46,3287.09
20220206,4,2,6519.03,3130.42
20220206,4,3,6388.27,2876.28
20220206,4,4,11408.75,5441.34
20220207,1,1,6818.8,4891.91
20220207,1,2,8456.67,6294.33
20220207,1,3,13967.88,10734.62
20220207,1,4,9739.62,7381.7
20220207,2,1,11675.58,9072.51
20220207,2,2,6723.2,5799.41
20220207,2,3,6922.89,5762.84
20220207,2,4,5408.69,4271.44
20220207,3,1,6689.35,3962.73
20220207,3,2,7785.9,4496.25
20220207,3,3,6770.1,4061.03
20220207,3,4,5887.03,3396.19
20220207,4,1,6206.36,2884.07
20220207,4,2,9607.79,4819.37
20220207,4,3,7063.34,3568.93
20220207,4,4,8642.7,4194.14
20220208,1,1,10034.17,7586.07
20220208,1,2,11903.95,8313.95
20220208,1,3,5393.12,3758.58
20220208,1,4,12994.1,9498.73
20220208,2,1,11279.0,9148.33
20220208,2,2,5817.59,4770.2
20220208,2,3,13735.79,9801.9
20220208,2,4,14208.72,11611.12
20220208,3,1,5610.78,3052.62
20220208,3,2,7768.78,4367.71
20220208,3,3,13062.01,7298.92
20220208,3,4,12482.6,7084.54
20220208,4,1,6845.21,3261.44
20220208,4,2,7093.49,3390.57
20220208,4,3,8704.72,4406.08
20220208,4,4,9845.23,4876.81
20220209,1,1,11182.55,7161.33
20220209,1,2,8689.14,6174.64
20220209,1,3,9625.35,6919.95
20220209,1,4,12474.71,8682.94
20220209,2,1,5366.83,4368.9
20220209,2,2,7524.37,6202.42
20220209,2,3,12133.5,10286.26
20220209,2,4,13952.07,10495.35
20220209,3,1,10116.77,5983.89
20220209,3,2,10321.13,6646.36
20220209,3,3,6071.72,3893.26
20220209,3,4,9474.12,5914.45
20220209,4,1,10326.17,5194.84
20220209,4,2,7424.71,3938.49
20220209,4,3,7692.43,4130.1
20220209,4,4,8772.84,4270.29
20220210,1,1,5200.71,3502.16
20220210,1,2,8220.79,5739.26
20220210,1,3,7114.48,5814.53
20220210,1,4,8274.97,5396.71
20220210,2,1,6197.62,4941.8
20220210,2,2,13905.27,10552.75
20220210,2,3,10935.92,8985.78
20220210,2,4,11791.02,9049.34
20220210,3,1,12891.71,7677.92
20220210,3,2,9984.42,5395.96
20220210,3,3,5869.2,3623.17
20220210,3,4,10371.07,6590.04
20220210,4,1,10868.41,5222.74
20220210,4,2,12454.39,6060.79
20220210,4,3,9316.6,4527.36
20220210,4,4,6275.8,3102.64
20220211,1,1,7837.76,5536.51
20220211,1,2,8630.82,6342.97
20220211,1,3,11459.17,8610.11
20220211,1,4,10707.78,7269.86
20220211,2,1,8560.97,6882.95
20220211,2,2,14865.15,12686.47
20220211,2,3,11057.75,8388.12
20220211,2,4,7372.27,5427.14
20220211,3,1,6017.82,3644.59
20220211,3,2,6528.59,4006.72
20220211,3,3,7459.58,4305.88
20220211,3,4,6606.81,3842.06
20220211,4,1,6865.67,3236.13
20220211,4,2,7850.95,3680.02
20220211,4,3,6733.74,3413.76
20220211,4,4,13967.65,6439.83
20220212,1,1,5802.34,4052.23
20220212,1,2,10245.11,6922.99
20220212,1,3,9103.97,5974.7
20220212,1,4,14823.79,10948.39
20220212,2,1,6120.39,4868.39
20220212,2,2,8978.56,7401.54
20220212,2,3,14694.7,11095.73
20220212,2,4,13655.07,10737.91
20220212,3,1,13170.72,8185.96
20220212,3,2,7579.03,5126.16
20220212,3,3,6708.88,3620.85
20220212,3,4,11686.43,6928.47
20220212,4,1,14293.76,7148.29
20220212,4,2,10567.63,5018.6
20220212,4,3,10716.13,5473.92
20220212,4,4,7799.79,3656.25
20220213,1,1,12694.93,9054.72
20220213,1,2,6870.44,4736.02
20220213,1,3,8236.79,6185.55
20220213,1,4,9254.36,6328.81
20220213,2,1,10076.1,8084.41
20220213,2,2,7424.1,6349.99
20220213,2,3,6148.37,4763.29
20220213,2,4,11106.2,9101.66
20220213,3,1,7886.31,4292.82
20220213,3,2,10812.38,6123.45
20220213,3,3,6543.63,3993.97
20220213,3,4,9811.4,5585.13
20220213,4,1,10325.89,4922.15
20220213,4,2,5518.24,2770.73
20220213,4,3,8366.04,3980.83
20220213,4,4,6344.15,3236.68
20220214,1,1,5633.75,4030.83
20220214,1,2,14899.6,10776.37
20220214,1,3,8223.54,6182.18
20220214,1,4,13098.74,9420.16
20220214,2,1,7546.41,6637.72
20220214,2,2,11815.03,10089.54
20220214,2,3,12602.28,10023.45
20220214,2,4,10956.39,9527.16
20220214,3,1,9715.76,5895.99
20220214,3,2,9118.41,5353.66
20220214,3,3,8488.68,5155.03
20220214,3,4,14295.29,9038.3
20220214,4,1,13306.19,6669.02
20220214,4,2,14650.27,7833.5
20220214,4,3,6242.97,3225.55
20220214,4,4,12308.67,6189.61
20220215,1,1,14383.4,9659.38
20220215,1,2,6812.33,4778.98
20220215,1,3,5664.96,4024.49
20220215,1,4,12411.21,9091.67
20220215,2,1,10744.73,9055.81
20220215,2,2,13418.29,11052.77
20220215,2,3,6397.72,5257.01
20220215,2,4,12952.67,10960.66
20220215,3,1,7016.27,4022.17
20220215,3,2,6636.56,4312.14
20220215,3,3,6642.66,3571.53
20220215,3,4,13145.75,8446.98
20220215,4,1,11651.97,5697.4
20220215,4,2,10230.65,5265.08
20220215,4,3,8588.3,4285.45
20220215,4,4,13772.01,6866.04
20220216,1,1,8924.45,6492.85
20220216,1,2,13165.99,9697.46
20220216,1,3,9391.35,6538.98
20220216,1,4,8769.44,6529.23
20220216,2,1,9626.8,7437.04
20220216,2,2,8013.78,6544.12
20220216,2,3,12476.09,10616.76
20220216,2,4,10027.2,8597.97
20220216,3,1,7322.13,4487.05
20220216,3,2,13995.75,8218.63
20220216,3,3,8838.91,5531.94
20220216,3,4,10435.53,6041.74
20220216,4,1,14064.72,7496.69
20220216,4,2,11242.38,5486.52
20220216,4,3,6168.98,2790.65
20220216,4,4,14398.32,6635.04
20220217,1,1,11277.08,8001.05
20220217,1,2,8349.06,5952.05
20220217,1,3,6392.72,4971.44
20220217,1,4,12940.25,8685.38
20220217,2,1,11200.73,9167.56
20220217,2,2,10334.61,7994.82
20220217,2,3,13938.93,11105.77
20220217,2,4,12885.97,11412.41
20220217,3,1,6516.75,3681.97
20220217,3,2,8117.22,5005.23
20220217,3,3,7484.89,4571.8
20220217,3,4,12439.46,7442.68
20220217,4,1,5335.32,2682.87
20220217,4,2,10698.9,4939.6
20220217,4,3,12624.59,6700.0
20220217,4,4,13767.66,7397.23
20220218,1,1,8420.82,5975.87
20220218,1,2,13212.57,10487.65
20220218,1,3,6106.32,4236.94
20220218,1,4,13464.52,9723.56
20220218,2,1,6274.89,5493.0
20220218,2,2,8972.87,7161.78
